stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token,cluster,keep_specific,keep_general
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,0.0017087110677458384,9,219,11,48,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-373760,L1CAM interactions,0.001728222704249549,7,130,8,54,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-70326,Glucose metabolism,0.001809428470590957,7,131,11,40,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,True
R-HSA-109582,Hemostasis,0.0018201651903033689,19,821,39,366,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,True
R-HSA-6802957,Oncogenic MAPK signaling,0.0018694039066797785,6,93,24,46,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-140342,Apoptosis induced DNA fragmentation,0.001880740955809701,3,13,3,12,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-72649,Translation initiation complex formation,0.002001079230380176,5,62,2,2,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-1266738,Developmental Biology,0.002001079230380176,35,2061,82,996,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,True
R-HSA-9645723,Diseases of programmed cell death,0.002001079230380176,6,97,4,37,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-3371556,Cellular response to heat stress,0.002001079230380176,7,135,17,29,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-109581,Apoptosis,0.002001079230380176,8,180,11,142,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,0.002001079230380176,4,34,12,16,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,0.002072515381853046,5,63,2,7,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-9615710,Late endosomal microautophagy,0.0021406537159760486,4,35,3,3,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-72702,Ribosomal scanning and start codon recognition,0.0022256535548041967,5,64,2,2,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-3299685,Detoxification of Reactive Oxygen Species,0.0022256535548041967,5,64,5,34,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-9636667,Manipulation of host energy metabolism,0.0023036451207749664,2,3,2,2,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-9711123,Cellular response to chemical stress,0.00251076054064292,10,288,25,173,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.0025574348256705015,5,66,2,6,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-9979719,Processing of antigen in germinal center B cells,0.0026044383463561527,6,102,1,4,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-69278,"Cell Cycle, Mitotic",0.0026252982674113134,15,587,78,367,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-983169,Class I MHC mediated antigen processing & presentation,0.002675517848548914,12,403,22,52,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-983189,Kinesins,0.0029252240702595245,5,68,2,14,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-9769733,Fibrin formation,0.0029444672700758012,3,16,6,7,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-9764265,Regulation of CDH1 Expression and Function,0.0029647248037110163,8,192,13,92,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,0.0029647248037110163,8,192,13,92,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-354192,Integrin signaling,0.0032062625319020377,4,39,20,24,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-5675482,Regulation of necroptotic cell death,0.0032062625319020377,4,39,10,21,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-5663220,RHO GTPases Activate Formins,0.003324199101937264,7,149,11,27,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-1428517,Aerobic respiration and respiratory electron transport,0.00383924179476991,11,361,16,117,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,True
R-HSA-5205647,Mitophagy,0.003860241560491584,4,41,12,23,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-446353,Cell-extracellular matrix interactions,0.0040256159048418505,3,19,3,10,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-8876725,Protein methylation,0.0040256159048418505,3,19,3,9,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-5218859,Regulated Necrosis,0.0040256159048418505,5,76,12,53,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-5617833,Cilium Assembly,0.0040256159048418505,9,256,22,83,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-180897,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,0.0040256159048418505,2,4,1,2,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,0.0040256159048418505,4,43,4,4,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-5213460,RIPK1-mediated regulated necrosis,0.0045356041168076455,4,45,11,29,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-5625740,RHO GTPases activate PKNs,0.004753644709113991,5,79,10,20,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-418990,Adherens junctions interactions,0.004984821253401495,9,267,20,164,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,0.0052356430984729085,6,121,2,5,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-8852135,Protein ubiquitination,0.0059071272944555275,5,83,29,32,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-9692914,SARS-CoV-1-host interactions,0.005927991442328806,6,124,7,50,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-9609507,Protein localization,0.00613215087129082,7,171,22,53,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,True
R-HSA-9020591,Interleukin-12 signaling,0.006225260803994215,5,84,6,56,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-5628897,TP53 Regulates Metabolic Genes,0.00695777197816716,6,128,6,34,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,True
R-HSA-1640170,Cell Cycle,0.007041599426647616,16,729,107,474,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,True
R-HSA-71291,Metabolism of amino acids and derivatives,0.007197996075434254,15,661,4,302,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,True
R-HSA-9637690,Response of Mtb to phagocytosis,0.007690154921075054,4,52,6,30,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-9013422,RHOBTB1 GTPase cycle,0.007841647422982545,3,24,1,2,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-977225,Amyloid fiber formation,0.00800934671148612,5,89,8,33,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-76009,Platelet Aggregation (Plug Formation),0.008239586263686927,4,53,20,27,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,0.008430867628964611,6,133,30,76,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,0.008430867628964611,6,133,30,78,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-2467813,Separation of Sister Chromatids,0.008718158454918412,7,182,4,8,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-3000471,Scavenging by Class B Receptors,0.008803144983114408,3,25,1,7,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,0.009082162685567496,6,135,4,13,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-68882,Mitotic Anaphase,0.009144105828984839,8,236,9,32,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,0.009245396781483173,5,92,5,12,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,True,False
R-HSA-2555396,Mitotic Metaphase and Anaphase,0.00938560430996882,8,237,9,33,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,0.00942178032899088,6,136,30,78,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,0.00942178032899088,6,136,30,80,MjAyNjA5MTMxMzA1MjlfMjMxMDA%3D,4,False,False
R-HSA-8953854,Metabolism of RNA,3.059504253144496e-05,20,863,63,244,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D,5,False,True
R-HSA-72163,mRNA Splicing - Major Pathway,0.000976499243982687,9,213,11,11,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D,5,True,False
R-HSA-72172,mRNA Splicing,0.000976499243982687,9,224,16,16,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D,5,False,False
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0017491658987314196,10,317,36,52,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D,5,False,False
R-HSA-6790901,rRNA modification in the nucleus and cytosol,0.006229772625022667,5,71,3,8,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D,5,True,False
R-HSA-9824446,Viral Infection Pathways,0.008242636526070157,20,1407,34,899,MjAyNjA5MTMxMzA1MzZfMjMxMDE%3D,5,True,True
R-HSA-112382,Formation of RNA Pol II elongation complex ,0.00608905104137436,5,60,2,2,MjAyNjA5MTMxMzA1NDRfMjMxMDI%3D,6,True,False
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.00608905104137436,10,317,35,52,MjAyNjA5MTMxMzA1NDRfMjMxMDI%3D,6,True,True
R-HSA-75955,RNA Polymerase II Transcription Elongation,0.00608905104137436,5,61,5,8,MjAyNjA5MTMxMzA1NDRfMjMxMDI%3D,6,False,True
R-HSA-4839726,Chromatin organization,0.00608905104137436,11,389,14,150,MjAyNjA5MTMxMzA1NDRfMjMxMDI%3D,6,True,True
R-HSA-9013418,RHOBTB2 GTPase cycle,0.00020863073243271302,5,24,2,2,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-9706574,RHOBTB GTPase Cycle,0.0005674168675784408,5,36,3,4,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,False
R-HSA-8953854,Metabolism of RNA,0.0005674168675784408,18,863,62,244,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,True
R-HSA-69278,"Cell Cycle, Mitotic",0.0013759086858808889,14,587,53,367,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,False
R-HSA-3371556,Cellular response to heat stress,0.0014935403097027233,7,135,24,29,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,True
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0014935403097027233,10,317,39,52,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,False
R-HSA-5627123,RHO GTPases activate PAKs,0.0014935403097027233,4,27,11,15,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-68875,Mitotic Prophase,0.0014935403097027233,7,134,8,34,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,False
R-HSA-68886,M Phase,0.0015547554962083154,11,403,33,96,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,False
R-HSA-1640170,Cell Cycle,0.0015547554962083154,15,729,68,474,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,True
R-HSA-9918481,Dengue Virus-Host Interactions,0.0018508642986476698,9,273,5,59,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,True
R-HSA-2980766,Nuclear Envelope Breakdown,0.002089419970418782,5,65,5,13,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-194315,Signaling by Rho GTPases,0.0031842089587753586,14,708,38,203,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,False
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.00339038065284214,14,724,38,212,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,True
R-HSA-9920588,Dengue virus activates/modulates innate and adaptive immune responses,0.00339038065284214,4,40,4,23,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-9930044,Nuclear RNA decay,0.00339038065284214,4,39,10,15,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-180746,Nuclear import of Rev protein,0.003492517053137467,4,41,3,7,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-165054,Rev-mediated nuclear export of HIV RNA,0.004479112688580034,4,45,3,10,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-177243,Interactions of Rev with host cellular proteins,0.004890570873516964,4,47,5,16,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,True
R-HSA-399954,Sema3A PAK dependent Axon repulsion,0.005208736972555528,3,19,5,6,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,True
R-HSA-4570464,SUMOylation of RNA binding proteins,0.006125480313388332,4,51,1,4,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,True
R-HSA-75153,Apoptotic execution phase,0.007264573289640142,4,54,7,57,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,True
R-HSA-9012999,RHO GTPase cycle,0.008367618395459853,10,460,21,91,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,False,False
R-HSA-9013422,RHOBTB1 GTPase cycle,0.008367618395459853,3,24,1,2,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,0.008367618395459853,6,159,7,48,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,True
R-HSA-72187,mRNA 3'-end processing,0.009057044834187122,6,164,15,21,MjAyNjA5MTMxMzA1NTFfMjMxMDM%3D,7,True,False
R-HSA-9770562,mRNA Polyadenylation,0.0025526483848761217,8,139,16,20,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D,8,True,False
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,0.0025526483848761217,11,317,41,52,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D,8,False,False
R-HSA-72187,mRNA 3'-end processing,0.0029125318542213563,8,164,17,21,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D,8,False,False
R-HSA-8953854,Metabolism of RNA,0.007169939452380092,17,863,78,244,MjAyNjA5MTMxMzA1NTlfMjMxMDQ%3D,8,False,True
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,7.526868017748711e-11,11,70,2,18,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-2559583,Cellular Senescence,6.77951339511651e-09,13,199,11,90,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-2262752,Cellular responses to stress,6.77951339511651e-09,25,1039,42,521,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-8953897,Cellular responses to stimuli,7.23391613277613e-09,26,1166,45,613,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,True
R-HSA-109582,Hemostasis,9.20432519091463e-09,22,821,56,366,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,True
R-HSA-195258,RHO GTPase Effectors,1.1860390625173522e-07,14,325,32,113,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-114608,Platelet degranulation ,3.410858206986944e-07,10,142,5,11,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,3.410858206986944e-07,11,192,11,92,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-9764265,Regulation of CDH1 Expression and Function,3.410858206986944e-07,11,192,11,92,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,3.8144778335968965e-07,10,149,5,14,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-9670095,Inhibition of DNA recombination at telomere,4.0228344655446335e-07,7,47,3,4,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-5663205,Infectious disease,4.470055527949768e-07,30,1965,127,1227,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-140342,Apoptosis induced DNA fragmentation,5.693238755988261e-07,5,13,2,12,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,6.984602403115048e-07,11,215,11,125,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-2299718,Condensation of Prophase Chromosomes,7.585100527673916e-07,7,54,8,10,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-977225,Amyloid fiber formation,1.0243017598554616e-06,8,89,8,33,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-171306,Packaging Of Telomere Ends,1.0743962564063736e-06,6,33,2,2,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-912446,Meiotic recombination,1.08917570473821e-06,7,59,4,10,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-5334118,DNA methylation,1.1284848283610316e-06,6,35,7,7,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-5250924,B-WICH complex positively regulates rRNA expression,1.1284848283610316e-06,7,61,2,3,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-73728,RNA Polymerase I Promoter Opening,1.1284848283610316e-06,6,35,1,3,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-76002,"Platelet activation, signaling and aggregation",1.1284848283610316e-06,12,294,33,119,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),1.138775435616246e-06,5,17,1,2,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-1643685,Disease,1.138775435616246e-06,37,3093,187,2176,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,True
R-HSA-168249,Innate Immune System,1.1473723091626198e-06,24,1387,134,782,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-9645723,Diseases of programmed cell death,1.1473723091626198e-06,8,97,3,37,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,1.4823671312669262e-06,6,38,2,10,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,1.6385524104212124e-06,7,68,5,42,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-194315,Signaling by Rho GTPases,1.6385524104212124e-06,17,708,37,203,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-68616,Assembly of the ORC complex at the origin of replication,1.6385524104212124e-06,6,39,2,11,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,1.6385524104212124e-06,7,68,2,13,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),1.6385524104212124e-06,7,68,2,2,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,1.8491320279423462e-06,6,41,5,8,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,1.8491320279423462e-06,6,41,1,21,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",1.938445156168811e-06,17,724,37,212,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,True
R-HSA-446728,Cell junction organization,1.938445156168811e-06,12,327,17,185,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-9970672,FXIIa activates plasma kallikrein-kinin system,1.9764362420016113e-06,6,42,2,18,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-1280218,Adaptive Immune System,2.0864964209721393e-06,22,1237,72,361,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-418990,Adherens junctions interactions,2.0864964209721393e-06,11,267,16,164,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-5653656,Vesicle-mediated transport,2.293357228899673e-06,18,833,60,254,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,True
R-HSA-110331,Cleavage of the damaged purine,2.293357228899673e-06,6,44,2,9,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-427359,SIRT1 negatively regulates rRNA expression,2.293357228899673e-06,6,44,3,5,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-73927,Depurination,2.500533650362513e-06,6,45,4,19,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-212300,PRC2 methylates histones and DNA,2.7127414498062663e-06,6,46,4,4,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-5578749,Transcriptional regulation by small RNAs,2.7127414498062663e-06,6,46,1,5,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,2.8389406663276162e-06,7,79,4,7,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,2.8389406663276162e-06,6,47,2,4,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9764560,Regulation of CDH1 Gene Transcription,2.8389406663276162e-06,7,78,5,56,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-5625740,RHO GTPases activate PKNs,2.8389406663276162e-06,7,79,9,20,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,3.1438199035171976e-06,6,48,8,11,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),3.1438199035171976e-06,6,48,11,12,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,3.5344620510358027e-06,9,172,12,35,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-110329,Cleavage of the damaged pyrimidine ,3.775408004225156e-06,6,50,1,20,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-73928,Depyrimidination,3.775408004225156e-06,6,50,2,41,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-9710421,Defective pyroptosis,3.999896762030275e-06,6,51,1,3,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-1500931,Cell-Cell communication,4.087194085067303e-06,12,365,17,208,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,True
R-HSA-421270,Cell-cell junction organization,4.679044760980133e-06,11,300,16,169,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-75153,Apoptotic execution phase,5.243049962189161e-06,6,54,5,57,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),5.7025555122436344e-06,7,90,3,22,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-68875,Mitotic Prophase,5.846232633999193e-06,8,134,9,34,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,6.598966413307039e-06,7,92,5,15,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-1500620,Meiosis,6.6467242443302155e-06,7,93,8,16,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-9821993,Replacement of protamines by nucleosomes in the male pronucleus,6.889184079872379e-06,5,30,2,6,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-1221632,Meiotic synapsis,9.276053356988001e-06,6,61,4,6,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-9940465,ChAHP complex assembly,9.276053356988001e-06,5,32,1,4,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-73772,RNA Polymerase I Promoter Escape,1.0116999307752117e-05,6,62,1,2,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
R-HSA-168256,Immune System,1.0116999307752117e-05,34,3033,227,1895,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,True
R-HSA-9824446,Viral Infection Pathways,1.0116999307752117e-05,22,1407,87,899,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-73929,"Base-Excision Repair, AP Site Formation",1.0116999307752117e-05,6,62,6,64,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,False,False
R-HSA-3214815,HDACs deacetylate histones,1.037191552522021e-05,6,63,4,5,MjAyNjA5MTMxMzA2MDZfMjMxMDU%3D,9,True,False
